file,aslw,asls,aslc,awls,awlc,pdw,pddw,ddwdw,pds,pdds,ddsds,psvw,pdsvw,dsvwdw,fres,fkgl,cli,fog,smog,ari,dca,result
./1000_documents_3_levels/Difficult/04177002.txt.ws,22.13513514,16.72972973,70.24324324,0.755799756,3.173382173,0.053724054,0.034188034,0.094594595,0.061389338,0.045234249,0.107279693,0.450549451,0.157509158,0.435810811,120.4271785,1.961139821,1.552151404,9.068950269,9.358847034,4.584197604,4.742885731,Difficult
./1000_documents_3_levels/Difficult/00188862.txt.ws,22.92,16.88,72.9,0.736474695,3.180628272,0.140488656,0.056719023,0.176151762,0.142180095,0.077014218,0.217391304,0.47382199,0.153577661,0.47696477,121.2654408,2.039201396,1.640453752,9.729954625,13.38025669,5.010759162,4.795515159,Difficult
./1000_documents_3_levels/Difficult/00230511.txt.ws,55.64,37,180.98,0.664989216,3.252695902,0.095614666,0.020129403,0.152588556,0.134054054,0.03027027,0.175548589,0.549604601,0.071171819,0.539509537,94.10231229,13.95647275,2.821679367,22.63845866,16.3056208,21.7101977,6.411341556,Difficult
./1000_documents_3_levels/Difficult/00001576.txt.ws,32.5078534,22.9973822,100.5235602,0.707440812,3.092285392,0.056450314,0.018521501,0.177469136,0.060443939,0.02618099,0.144200627,0.498550491,0.043082622,0.412808642,113.9900361,5.435864406,1.499903366,13.22894262,10.86787577,9.388590899,5.257803033,Difficult
./1000_documents_3_levels/Difficult/00248492.txt.ws,42.44339623,28.19811321,133.009434,0.66436986,3.133807513,0.086463659,0.016670371,0.137614679,0.108732017,0.025092004,0.138121547,0.554567682,0.063791954,0.526605505,107.5492627,8.802488876,1.956815292,17.32321312,14.07286614,14.5519315,5.755345065,Difficult
./1000_documents_3_levels/Difficult/00057124.txt.ws,42.24444444,28.06666667,136.1777778,0.664387165,3.223566544,0.060494477,0.02446081,0.14374034,0.070467142,0.036817102,0.143297381,0.574434508,0.087059442,0.511591963,107.7497348,8.725101876,2.482043135,17.13975568,12.26155622,14.87522064,5.741376522,Difficult
./1000_documents_3_levels/Difficult/00206324.txt.ws,33.42857143,24.71428571,117,0.739316239,3.5,0.188034188,0.085470085,0.220994475,0.23699422,0.115606936,0.272108844,0.446581197,0.179487179,0.464088398,110.3588462,6.171074481,3.925521368,14.12356532,17.45171289,11.76928571,5.324247741,Difficult
./1000_documents_3_levels/Difficult/00232005.txt.ws,26.86666667,18.73333333,97.06666667,0.697270471,3.612903226,0.188585608,0.089330025,0.232258065,0.266903915,0.128113879,0.288,0.41191067,0.163771712,0.425806452,120.5762514,3.115791563,4.374759305,11.5010091,15.98806761,9.020107527,4.998864334,Difficult
./1000_documents_3_levels/Difficult/00178020.txt.ws,44.64150943,32.64150943,147.0754717,0.731191885,3.294590025,0.071428571,0.03465765,0.144112478,0.078034682,0.047398844,0.152985075,0.469991547,0.116652578,0.485061511,99.66503445,10.44825292,2.93772612,18.14231806,13.33027865,16.40827374,5.861997439,Difficult
./1000_documents_3_levels/Difficult/04051265.txt.ws,26.15625,20.75,87.875,0.793309438,3.359617682,0.052568698,0.034647551,0.103942652,0.063253012,0.043674699,0.116,0.45041816,0.136200717,0.408602151,113.1724278,3.971988874,2.853591398,10.67277479,9.82788879,7.471924283,4.942150597,Difficult
./1000_documents_3_levels/Difficult/00201320.txt.ws,29.3125,21.0625,106.25,0.718550107,3.624733475,0.202558635,0.085287846,0.239520958,0.267062315,0.118694362,0.310077519,0.447761194,0.151385928,0.425149701,116.2934735,4.320766258,4.536034115,12.53523454,17.04934077,10.29874467,5.122384009,Difficult
./1000_documents_3_levels/Difficult/00184897.txt.ws,29.86666667,22.33333333,100,0.747767857,3.348214286,0.189732143,0.098214286,0.251428571,0.247761194,0.131343284,0.307692308,0.410714286,0.162946429,0.417142857,113.2591726,4.881660714,2.9265625,12.70559524,16.72815622,9.273422619,5.147845372,Difficult
./1000_documents_3_levels/Difficult/00071989.txt.ws,44.96610169,29.74576271,141.6271186,0.661515266,3.149641915,0.110064078,0.02977761,0.126198083,0.103133903,0.045014245,0.139575972,0.459102902,0.111571806,0.47284345,105.2302153,9.752659797,2.089041839,18.42669699,15.83807003,15.88786427,5.884197762,Difficult
./1000_documents_3_levels/Difficult/00205852.txt.ws,34.06666667,23,115.6666667,0.675146771,3.395303327,0.209393346,0.097847358,0.292397661,0.289855072,0.144927536,0.381679389,0.405088063,0.140900196,0.421052632,115.1399165,5.662731898,3.325596869,14.46424005,18.38687461,11.595212,5.359269876,Difficult
./1000_documents_3_levels/Difficult/00089208.txt.ws,50.81578947,34.94736842,161.2631579,0.687726567,3.173485241,0.055411704,0.03158985,0.107394366,0.06626506,0.045933735,0.11509434,0.51786639,0.156913516,0.533450704,97.07530615,12.34333138,2.304952874,20.5479626,12.71526779,18.92501022,6.165712666,Difficult
./1000_documents_3_levels/Difficult/00247997.txt.ws,39.42352941,25.51764706,127.8705882,0.647269472,3.2435094,0.087735004,0.029245001,0.176258993,0.106961734,0.045182112,0.189189189,0.586392122,0.083855566,0.505395683,112.0611203,7.422956238,2.549499254,16.12035178,13.75361559,13.55869398,5.605760416,Difficult
./1000_documents_3_levels/Difficult/00209862.txt.ws,35.18181818,23.36363636,125.0909091,0.664082687,3.555555556,0.206718346,0.085271318,0.215686275,0.276264591,0.128404669,0.277310924,0.4625323,0.186046512,0.470588235,114.9440592,5.967084802,4.296609819,14.89960066,18.53523101,12.90757576,5.414159009,Difficult
./1000_documents_3_levels/Difficult/00232534.txt.ws,29,20.35714286,99.14285714,0.701970443,3.418719212,0.174876847,0.096059113,0.217877095,0.228070175,0.136842105,0.288888889,0.47044335,0.204433498,0.463687151,118.0133005,4.003251232,3.31217734,12.29950739,15.99410894,9.172167488,5.102513054,Difficult
./1000_documents_3_levels/Difficult/00040455.txt.ws,45.19587629,30.90721649,142.185567,0.683850365,3.145985401,0.042883212,0.020072993,0.136012365,0.053702468,0.029352902,0.13836478,0.540145985,0.070027372,0.474497682,103.1074447,10.10582606,2.070847628,18.24988336,11.08222839,15.98552939,5.884986723,Difficult
./1000_documents_3_levels/Difficult/00264658.txt.ws,20.14285714,14.64285714,65.85714286,0.726950355,3.269503546,0.140070922,0.058510638,0.160194175,0.173170732,0.080487805,0.2,0.446808511,0.147163121,0.402912621,124.89,0.84372847,1.986297872,8.617426545,12.72486196,4.040790274,4.657702913,Difficult
./1000_documents_3_levels/Difficult/00073492.txt.ws,40.6626506,28,126.6506024,0.688592593,3.114666667,0.074962963,0.022814815,0.129194631,0.092943201,0.03313253,0.13253012,0.520592593,0.082962963,0.469798658,107.3074763,8.393826328,1.813675852,16.56491209,13.10302619,13.5714053,5.665204122,Difficult
./1000_documents_3_levels/Difficult/00092570.txt.ws,54.74074074,36.38888889,171.5925926,0.664749662,3.134641407,0.052774019,0.02435724,0.146639511,0.071246819,0.036641221,0.150313152,0.575778078,0.091001353,0.547861507,95.03532677,13.6029349,2.117864682,22.10739237,12.83890158,20.7045314,6.359973758,Difficult
./1000_documents_3_levels/Difficult/00078979.txt.ws,36.72307692,25.46153846,122.8,0.693338919,3.343946376,0.116045245,0.040636783,0.182330827,0.143202417,0.058610272,0.197154472,0.490155006,0.101382488,0.454887218,110.9046044,6.913399246,3.085846669,15.15341175,14.92220437,12.68152589,5.47628816,Difficult
./1000_documents_3_levels/Difficult/00084482.txt.ws,43.96039604,32.33663366,141.5940594,0.735585586,3.220945946,0.107432432,0.028603604,0.150473934,0.093998775,0.038885487,0.153381643,0.446846847,0.084684685,0.44549763,99.98465748,10.23446437,2.493871171,18.01388815,15.54400608,15.72085343,5.833899225,Difficult
./1000_documents_3_levels/Difficult/03335050.txt.ws,26.5625,20.3125,86.78125,0.764705882,3.267058824,0.18,0.056470588,0.154340836,0.175384615,0.073846154,0.178438662,0.418823529,0.156470588,0.427652733,115.1799449,3.792904412,2.325854118,11.345,15.62063077,7.239097059,4.982422,Difficult
./1000_documents_3_levels/Difficult/00258305.txt.ws,32.39130435,23.16666667,103.5217391,0.715212528,3.195973154,0.148098434,0.04541387,0.252801993,0.137629027,0.063497028,0.270306258,0.407606264,0.068232662,0.379825654,113.4508462,5.482116526,2.107151678,13.54891548,15.64132044,9.818685731,5.266493438,Difficult
./1000_documents_3_levels/Difficult/00192658.txt.ws,45.49253731,30.58208955,146.761194,0.672244094,3.226049869,0.096128609,0.034120735,0.171334432,0.123962909,0.050756467,0.183745583,0.55347769,0.096128609,0.482701812,103.7882242,10.08456987,2.546523622,18.58152936,15.07561808,16.51096354,5.908108558,Difficult
./1000_documents_3_levels/Difficult/00238062.txt.ws,28.58181818,20.61818182,89.94545455,0.721374046,3.146946565,0.298346056,0.055979644,0.295302013,0.266313933,0.077601411,0.360655738,0.359414758,0.059796438,0.315436242,116.7962103,4.069122831,1.697096692,12.6261115,19.81117281,7.683027412,5.101267024,Difficult
./1000_documents_3_levels/Difficult/00203897.txt.ws,32.45378151,22.6302521,101.0840336,0.697307095,3.114707405,0.094510616,0.020973589,0.167010309,0.124025251,0.03007798,0.182022472,0.540393578,0.058518902,0.465979381,114.9022315,5.295198508,1.630412222,13.35955507,13.1341183,9.467162636,5.261130789,Difficult
./1000_documents_3_levels/Difficult/00249934.txt.ws,44.86904762,34.14285714,142.797619,0.760944548,3.182541788,0.07959671,0.017511276,0.135245902,0.092747559,0.023012552,0.151724138,0.449456089,0.050145927,0.387295082,96.91700794,10.88807423,2.281337225,18.26600589,13.92517568,15.99429563,5.874573082,Difficult
./1000_documents_3_levels/Difficult/00188339.txt.ws,50.4,35.86666667,168.5333333,0.711640212,3.343915344,0.154761905,0.058201058,0.188841202,0.213754647,0.081784387,0.226804124,0.470899471,0.146825397,0.47639485,95.4742381,12.4633545,3.303656085,20.77904762,19.08393206,19.51984127,6.160776905,Difficult
./1000_documents_3_levels/Difficult/00247458.txt.ws,34.14159292,22.0619469,105.8230088,0.646189736,3.099533437,0.117418351,0.025401763,0.204592902,0.159245888,0.039310068,0.219730942,0.552099533,0.061949196,0.498956159,117.5136316,5.350260119,1.586004147,14.12631057,14.56722439,10.23959895,5.348463367,Difficult
./1000_documents_3_levels/Difficult/00271261.txt.ws,42.89189189,29.47297297,136.6216216,0.687145558,3.185255198,0.114996849,0.024889729,0.178329571,0.156808803,0.036221917,0.195544554,0.513547574,0.071833648,0.514672686,105.1672156,9.246155418,2.267006931,17.61674415,15.81658402,15.01849793,5.78209584,Difficult
./1000_documents_3_levels/Difficult/00085355.txt.ws,35.3164557,26.43037975,112.1772152,0.748387097,3.176344086,0.07921147,0.022939068,0.123791103,0.091475096,0.030651341,0.126732673,0.482437276,0.086738351,0.468085106,107.6752491,7.014385463,2.067009319,14.44342816,12.68403038,11.18880849,5.400703694,Difficult
./1000_documents_3_levels/Difficult/00245908.txt.ws,27.46666667,18.93333333,93.46666667,0.689320388,3.402912621,0.165048544,0.072815534,0.196078431,0.221830986,0.105633803,0.256410256,0.461165049,0.162621359,0.437908497,120.6398285,3.255980583,3.162320388,11.64686084,15.29246565,8.33105178,5.024907832,Difficult
./1000_documents_3_levels/Difficult/00254883.txt.ws,44.20512821,29.20512821,146.974359,0.660672854,3.324825986,0.098607889,0.032482599,0.148148148,0.134328358,0.049165935,0.186666667,0.564965197,0.113109049,0.515873016,106.0738714,9.445939675,3.109232019,18.07648284,15.05626131,16.3324945,5.844644545,Difficult
./1000_documents_3_levels/Difficult/00067879.txt.ws,41.69291339,32.07874016,129.3543307,0.769405099,3.102549575,0.0802644,0.030972616,0.16498994,0.069464899,0.040255277,0.148820327,0.451935788,0.078942398,0.420523139,99.42502153,9.74921639,1.760257602,16.99822296,13.57961133,14.02946519,5.717142253,Difficult
./1000_documents_3_levels/Difficult/00178570.txt.ws,25.57142857,17.71428571,89.64285714,0.69273743,3.505586592,0.223463687,0.092178771,0.239130435,0.306451613,0.133064516,0.308411215,0.405027933,0.153631285,0.398550725,122.2744134,2.557158819,3.68726257,11.12242618,16.78517557,7.867027135,4.940127773,Difficult
./1000_documents_3_levels/Difficult/00051155.txt.ws,50,36.70666667,158.1733333,0.734133333,3.163466667,0.1,0.018133333,0.118466899,0.111514711,0.024700327,0.119507909,0.468,0.073866667,0.482578397,93.97732,12.57277333,2.236491733,20.4,15.90318901,18.469928,6.13229,Difficult
./1000_documents_3_levels/Difficult/00237034.txt.ws,32.73333333,23.33333333,114.2666667,0.712830957,3.490835031,0.228105906,0.107942974,0.265,0.3,0.151428571,0.348684211,0.386965377,0.189409369,0.465,113.3051677,5.587405295,3.852814664,14.00575696,18.73929462,11.37849966,5.296091256,Difficult
./1000_documents_3_levels/Difficult/00092098.txt.ws,42.5,30.09375,136.25,0.708088235,3.205882353,0.1125,0.034558824,0.115479115,0.125649013,0.048805815,0.137026239,0.447058824,0.146323529,0.488943489,103.7932353,9.340441176,2.382117647,17.45,15.62063077,14.91970588,5.76226375,Difficult
./1000_documents_3_levels/Difficult/00035411.txt.ws,35.09734513,25.39823009,110.840708,0.723651034,3.158093797,0.061775088,0.024205749,0.149300156,0.064111498,0.033449477,0.151181102,0.486132123,0.077660111,0.479004666,109.9903172,6.6370468,1.954336863,14.28603841,11.54089647,10.99329435,5.387082605,Difficult
./1000_documents_3_levels/Difficult/00099454.txt.ws,41.89285714,29.05952381,128.9880952,0.693662972,3.078999716,0.050582552,0.023586246,0.131955485,0.057763212,0.034002458,0.12788906,0.506393862,0.088945723,0.497615262,105.6298625,8.93343736,1.624973004,16.95947306,11.44511557,14.01851723,5.722372699,Difficult
./1000_documents_3_levels/Difficult/00269781.txt.ws,34.43965517,25.0862069,105.1465517,0.728410513,3.053066333,0.102377972,0.020275344,0.184090909,0.118900344,0.027835052,0.195180723,0.466833542,0.053817272,0.488636364,110.2552206,6.436709572,1.319883855,14.18537396,13.85608307,10.16977001,5.360872378,Difficult
./1000_documents_3_levels/Difficult/00231552.txt.ws,20.05940594,13.1980198,62.03960396,0.657946693,3.092793682,0.214215202,0.067127345,0.293736501,0.256564141,0.102025506,0.34256927,0.450148075,0.095261599,0.416846652,130.8124127,-0.003060706,0.939737414,8.880623186,14.97121062,3.166761213,4.665271115,Difficult
./1000_documents_3_levels/Difficult/00179939.txt.ws,37.29411765,25.58823529,125.9411765,0.686119874,3.376971609,0.154574132,0.063091483,0.186915888,0.190804598,0.091954023,0.239520958,0.496845426,0.167192429,0.495327103,110.9357293,7.050920393,3.292599369,15.53594359,16.84529065,13.1225951,5.510695491,Difficult
./1000_documents_3_levels/Difficult/00224734.txt.ws,29.07692308,20,101.9230769,0.687830688,3.505291005,0.253968254,0.08994709,0.208588957,0.315384615,0.130769231,0.267716535,0.365079365,0.169312169,0.392638037,119.1314469,3.866402116,3.824603175,12.64664225,18.65328738,9.618382173,5.118816972,Difficult
./1000_documents_3_levels/Difficult/00260624.txt.ws,36.33333333,26.94444444,121.2222222,0.741590214,3.336391437,0.168195719,0.084097859,0.235042735,0.195876289,0.113402062,0.297297297,0.432721713,0.151376147,0.423076923,107.2181346,7.330764526,3.032746177,15.20611621,17.25138676,12.45107034,5.465191437,Difficult
./1000_documents_3_levels/Difficult/00223753.txt.ws,34.71134021,24.60824742,108.1134021,0.708939709,3.114642115,0.071874072,0.024651025,0.18993135,0.095517386,0.03477168,0.205955335,0.554499554,0.061479061,0.473684211,111.6266903,6.312911246,1.689146421,14.17203237,12.15242815,10.59563446,5.36953139,Difficult
./1000_documents_3_levels/Difficult/00191281.txt.ws,38.02857143,28.42857143,123.2857143,0.747558227,3.241923366,0.160781367,0.050338092,0.204268293,0.186934673,0.067336683,0.238434164,0.445529677,0.111945905,0.454268293,104.992574,8.062329935,2.512712246,15.85455404,17.25505441,12.85374477,5.548104521,Difficult
./1000_documents_3_levels/Difficult/00267589.txt.ws,24.94117647,18.70588235,81.47058824,0.75,3.266509434,0.202830189,0.089622642,0.220930233,0.220125786,0.119496855,0.281481481,0.363207547,0.155660377,0.38372093,118.0697059,2.987058824,2.250424528,10.78779134,15.97811099,6.425847669,4.90560924,Difficult
./1000_documents_3_levels/Difficult/00091789.txt.ws,36.32061069,25.8778626,114.2748092,0.712484237,3.14627995,0.09247583,0.030474989,0.153276956,0.087020649,0.042772861,0.146022155,0.484026902,0.094577554,0.475687104,109.6934137,6.982352165,1.91308533,14.8981476,13.59883348,11.54928391,5.452604224,Difficult
./1000_documents_3_levels/Difficult/00241020.txt.ws,36.96774194,26.77419355,119.4516129,0.72425829,3.231239092,0.154450262,0.051483421,0.19218241,0.195180723,0.071084337,0.22605364,0.422338569,0.118673647,0.442996743,108.0404906,7.373667173,2.427542757,15.40489782,16.77966798,12.27300709,5.494487696,Difficult
./1000_documents_3_levels/Difficult/00070903.txt.ws,45.60344828,33.03448276,143.4137931,0.724385633,3.144801512,0.052173913,0.01852552,0.085514834,0.053235908,0.025574113,0.089253188,0.470699433,0.107750473,0.497382199,99.26447543,10.7430953,2.069710397,18.45007496,11.94101871,16.18373926,5.906669295,Difficult
./1000_documents_3_levels/Difficult/00042989.txt.ws,44.70175439,31.14035088,141.6052632,0.696624804,3.16777865,0.078100471,0.020211931,0.15327381,0.097746479,0.029014085,0.139945652,0.500588697,0.063383046,0.480654762,102.5282609,10.06385689,2.191951334,18.19310364,13.8032683,15.84111463,5.866039082,Difficult
./1000_documents_3_levels/Difficult/00221282.txt.ws,35.33333333,25.75,116.4166667,0.728773585,3.294811321,0.181603774,0.089622642,0.223529412,0.223300971,0.122977346,0.290076336,0.476415094,0.181603774,0.452941176,109.3174214,6.789528302,2.764943396,14.85974843,17.60013771,11.75522799,5.417708569,Difficult
./1000_documents_3_levels/Difficult/00035876.txt.ws,32.392,23.424,104.848,0.723141516,3.236848605,0.062978513,0.026179304,0.134177215,0.071721311,0.036202186,0.133669609,0.462336379,0.080266733,0.411392405,112.7793477,5.575949894,2.347845888,13.20871405,11.28853373,10.01155693,5.253087507,Difficult
./1000_documents_3_levels/Difficult/00057858.txt.ws,34.87671233,26.79452055,107.5890411,0.768263943,3.084838963,0.091908877,0.035742341,0.126038781,0.086400818,0.046523517,0.131884058,0.370384918,0.112333071,0.396121884,106.4400074,7.077432341,1.517695208,14.31832044,13.35711684,10.53794768,5.380897343,Difficult
./1000_documents_3_levels/Difficult/00190295.txt.ws,36.46153846,25.57692308,114.1538462,0.701476793,3.130801688,0.099683544,0.03850211,0.150826446,0.122556391,0.054887218,0.167816092,0.490506329,0.128691983,0.504132231,110.4816018,6.90742616,1.825088608,14.98334956,14.0202607,11.54684518,5.460732339,Difficult
./1000_documents_3_levels/Difficult/00090783.txt.ws,46.49450549,31.23076923,150.2087912,0.671708816,3.230678327,0.127393051,0.026707634,0.146373057,0.135116115,0.039760732,0.141073658,0.490664146,0.088395178,0.484455959,102.8165111,10.46902117,2.587750414,19.1073744,17.03242332,17.03374767,5.962742835,Difficult
./1000_documents_3_levels/Difficult/00252881.txt.ws,38.66666667,27.33333333,125.3333333,0.706896552,3.24137931,0.159482759,0.060344828,0.164705882,0.192073171,0.085365854,0.220472441,0.450431034,0.185344828,0.505882353,107.7848851,7.83137931,2.522310345,16.1045977,17.31543374,13.17022989,5.579548994,Difficult
./1000_documents_3_levels/Difficult/00242479.txt.ws,15.05333333,11.52,47.4,0.765279008,3.148804252,0.13020372,0.067316209,0.196891192,0.157407407,0.087962963,0.23100304,0.441984057,0.134632418,0.393782383,126.8132626,-0.688907706,0.780460585,6.542148214,11.12694478,0.927534691,4.403704501,Difficult
./1000_documents_3_levels/Difficult/00066861.txt.ws,37.84482759,25.29310345,121.1724138,0.66833713,3.201822323,0.086104784,0.033940774,0.183046683,0.094751193,0.050783913,0.180387409,0.474259681,0.071981777,0.388206388,111.8811788,7.055860891,2.272830979,15.48235017,13.44154965,12.57299694,5.527199394,Difficult
./1000_documents_3_levels/Difficult/00208395.txt.ws,28.92857143,20.5,93.92857143,0.708641975,3.24691358,0.175308642,0.079012346,0.203821656,0.209059233,0.111498258,0.268907563,0.424691358,0.17037037,0.439490446,117.5213889,4.054118166,2.298074074,12.27266314,15.99410894,8.327248677,5.099038377,Difficult
./1000_documents_3_levels/Difficult/03592766.txt.ws,27.28125,20.3125,88.53125,0.744558992,3.24513173,0.208476518,0.06185567,0.156521739,0.193846154,0.083076923,0.186851211,0.402061856,0.167239404,0.423188406,116.1548405,3.835483605,2.226006873,11.74640607,16.75313155,7.495195447,5.022568442,Difficult
./1000_documents_3_levels/Difficult/00046998.txt.ws,57.04,40.62,182.6,0.712131837,3.201262272,0.121318373,0.025245442,0.12244898,0.140817331,0.035450517,0.136363636,0.434782609,0.096774194,0.469387755,88.69304656,15.05875568,2.531851332,23.30127349,18.15698915,22.1679453,6.484840171,Difficult
./1000_documents_3_levels/Difficult/00064360.txt.ws,34.50666667,25.17333333,107.0266667,0.729520866,3.101622875,0.102588872,0.024149923,0.140291807,0.099576271,0.033103814,0.134843581,0.421174652,0.073415765,0.426487093,110.0932681,6.475946213,1.607448223,14.21302215,13.87756797,10.43197707,5.36422945,Difficult
./1000_documents_3_levels/Difficult/00055520.txt.ws,50.12631579,33.89473684,159.3894737,0.676186476,3.179756405,0.076438471,0.023309534,0.149595687,0.082919255,0.03447205,0.143410853,0.495170097,0.073708526,0.473045822,98.75141358,11.93826358,2.333892482,20.3562802,14.31146915,18.60981056,6.134834898,Difficult
./1000_documents_3_levels/Difficult/00060181.txt.ws,53.83606557,37.42622951,175.3442623,0.695188794,3.257003654,0.121498173,0.02771011,0.138088012,0.126149803,0.039859834,0.146774194,0.458891596,0.091656516,0.456752656,93.37842146,13.60929334,2.82927771,22.02041892,17.73964668,20.82852,6.325953414,Difficult
./1000_documents_3_levels/Difficult/00046781.txt.ws,40.88976378,28.5511811,127.6456693,0.698247641,3.121702292,0.067013287,0.01559792,0.113604488,0.080529509,0.022338665,0.106719368,0.457924129,0.066050453,0.481065919,106.2601393,8.596330038,1.859131138,16.62395866,12.58564944,13.71809968,5.675213682,Difficult
./1000_documents_3_levels/Difficult/00182376.txt.ws,39.30769231,26.07692308,125.4615385,0.663405088,3.191780822,0.133072407,0.068493151,0.22875817,0.185840708,0.103244838,0.284552846,0.520547945,0.125244618,0.418300654,110.8136219,7.568180039,2.242716243,16.25536655,16.19465059,13.25713383,5.607173672,Difficult
./1000_documents_3_levels/Difficult/00088760.txt.ws,56.69117647,39.83823529,188.3088235,0.702723735,3.321660182,0.101945525,0.028015564,0.144385027,0.104466593,0.03986711,0.157434402,0.465629053,0.083268482,0.429144385,89.84302787,14.8116989,3.237571984,23.08425269,16.86277465,22.56060769,6.464479551,Difficult
./1000_documents_3_levels/Difficult/00069997.txt.ws,40.64761905,28.79047619,128.9333333,0.708294283,3.171977507,0.103092784,0.01968135,0.12191582,0.117102216,0.027786967,0.124076809,0.440018744,0.072633552,0.449927431,105.6559703,8.620443968,2.150853796,16.67141875,14.82346445,13.83382358,5.668900255,Difficult
./1000_documents_3_levels/Difficult/00098952.txt.ws,42.75531915,31.80851064,136.1808511,0.743966161,3.185120677,0.072406071,0.025628266,0.145275035,0.081605351,0.034448161,0.148629149,0.475740234,0.080865887,0.458392102,100.4988139,9.863375165,2.264017915,17.39175194,13.18052192,14.94957796,5.768596748,Difficult
./1000_documents_3_levels/Difficult/00077903.txt.ws,43.75,30.4673913,136.5652174,0.696397516,3.121490683,0.046956522,0.020869565,0.104607721,0.047449162,0.029967892,0.100719424,0.489192547,0.09689441,0.485678705,103.5135202,9.689990683,1.905051429,17.68782609,11.31717712,15.14722112,5.813914435,Difficult
./1000_documents_3_levels/Difficult/00216395.txt.ws,42.06666667,29.73333333,140.1333333,0.70681458,3.331220285,0.17274168,0.061806656,0.195,0.208520179,0.087443946,0.251612903,0.464342314,0.152139461,0.48,104.3408199,9.156412044,3.112957211,17.51763339,18.52881045,15.29338088,5.750282578,Difficult
./1000_documents_3_levels/Difficult/00250434.txt.ws,36,24,115.3636364,0.666666667,3.204545455,0.164141414,0.068181818,0.163636364,0.223484848,0.102272727,0.212598425,0.507575758,0.21969697,0.527272727,113.895,6.316666667,2.248919192,15.05656566,17.01599883,11.66340909,5.448017929,Difficult
./1000_documents_3_levels/Difficult/00182803.txt.ws,22.36842105,16.26315789,69.36842105,0.727058824,3.101176471,0.136470588,0.08,0.188888889,0.158576052,0.110032362,0.236111111,0.498823529,0.202352941,0.477777778,122.6218762,1.712978328,1.140903529,9.493250774,13.11028562,4.360751703,4.76752239,Difficult
